employee_id,gender,age,education,recruitment_channel,length_of_service
64742,Male,60,Masters & above,other,8
31110,Female,30,Bachelors,sourcing,5
22290,Female,42,Masters & above,other,7
5238,Male,39,Masters & above,other,4
17481,Female,50,Masters & above,sourcing,7
16426,Male,27,Bachelors,sourcing,4
45701,Male,55,Masters & above,other,17
65943,Male,26,Bachelors,other,1
23605,Female,33,Masters & above,other,5
65623,Female,24,Below Secondary,sourcing,1
8693,Female,30,Bachelors,sourcing,3
77061,Male,23,Below Secondary,sourcing,2
50458,Male,34,Bachelors,other,7
50405,Male,52,Masters & above,other,16
29954,Male,28,Bachelors,sourcing,2
27369,Male,39,Masters & above,other,6
34266,Male,37,Masters & above,other,8
69082,Female,39,Masters & above,sourcing,12
54481,Female,33,Bachelors,other,5
16986,Male,34,Bachelors,other,6
21502,Male,36,Bachelors,other,12
26676,Male,32,Bachelors,sourcing,6
54360,Female,28,Bachelors,other,6
14467,Female,33,Masters & above,sourcing,7
58255,Male,26,Bachelors,other,2
46322,Male,34,Bachelors,other,3
49734,Female,35,Masters & above,other,7
18985,Male,27,Bachelors,sourcing,3
51064,Male,30,Bachelors,other,4
24677,Male,27,Bachelors,other,2
52765,Male,33,Bachelors,sourcing,8
46466,Female,30,Bachelors,other,4
9307,Male,48,Bachelors,other,9
45619,Male,46,Masters & above,other,7
1110,Male,25,Bachelors,other,3
928,Male,30,Bachelors,other,3
24625,Male,45,Masters & above,sourcing,17
16069,Male,52,Masters & above,sourcing,6
59733,Female,40,Masters & above,sourcing,3
8710,Female,30,Bachelors,other,2
28479,Male,30,Bachelors,other,6
73983,Male,54,Masters & above,other,6
57108,Male,37,Masters & above,sourcing,4
7195,Male,35,Bachelors,other,6
52665,Male,41,Masters & above,other,7
37573,Male,27,Bachelors,other,4
68267,Male,40,Bachelors,other,3
40855,Male,52,Masters & above,other,7
61710,Male,36,Bachelors,sourcing,7
14955,Male,40,Masters & above,sourcing,9
77531,Male,40,Bachelors,other,5
5885,Male,42,Bachelors,other,15
31444,Male,31,Masters & above,other,4
12927,Female,29,Bachelors,sourcing,1
3718,Male,60,Masters & above,other,9
718,Male,27,Bachelors,other,2
813,Male,38,Bachelors,other,6
2005,Male,30,Bachelors,other,3
38391,Male,33,Masters & above,sourcing,6
62502,Male,28,Bachelors,other,1
30320,Male,28,Bachelors,sourcing,1
71236,Female,33,Masters & above,sourcing,6
7361,Male,32,Bachelors,other,2
24579,Male,49,Bachelors,other,6
75383,Male,35,Masters & above,sourcing,8
3994,Male,23,Bachelors,other,1
56762,Male,32,Bachelors,other,5
21572,Female,34,Bachelors,other,3
49902,Male,32,Bachelors,other,3
46473,Male,36,Masters & above,sourcing,2
66123,Male,31,Bachelors,sourcing,6
63361,Male,33,Bachelors,sourcing,6
30949,Male,31,Bachelors,other,4
65248,Male,31,Bachelors,sourcing,7
5320,Male,29,Bachelors,other,3
6158,Male,30,Bachelors,sourcing,7
3570,Male,26,Bachelors,other,4
12033,Male,29,Masters & above,other,5
61175,Male,37,Masters & above,sourcing,2
49816,Male,37,Bachelors,sourcing,9
8824,Male,27,Bachelors,other,3
57352,Male,37,Masters & above,referred,10
50294,Male,26,Bachelors,other,1
76037,Female,32,Bachelors,sourcing,3
19245,Male,48,Bachelors,other,7
1610,Male,31,Bachelors,other,1
33835,Male,37,Bachelors,other,9
61018,Female,30,Masters & above,other,3
16908,Male,34,Masters & above,other,4
20068,Male,43,Bachelors,other,5
30534,Male,29,Bachelors,sourcing,3
29500,Male,30,Bachelors,other,2
33834,Male,30,Bachelors,sourcing,5
54535,Male,24,Bachelors,referred,2
17853,Male,39,Bachelors,other,9
30139,Female,37,Bachelors,other,5
27401,Male,37,Masters & above,sourcing,5
42042,Male,29,Bachelors,other,1
24099,Male,34,Bachelors,sourcing,6
7180,Female,35,Bachelors,other,12
35814,Male,37,Masters & above,sourcing,11
44779,Female,27,Bachelors,sourcing,3
29222,Male,38,Bachelors,sourcing,10
50994,Male,33,Masters & above,sourcing,4
1276,Male,28,Bachelors,sourcing,4
22054,Male,33,Masters & above,other,5
31041,Male,32,Masters & above,sourcing,9
64122,Female,27,Bachelors,sourcing,6
76830,Female,39,Masters & above,sourcing,5
24188,Female,39,Bachelors,referred,10
1749,Male,34,Bachelors,other,6
74749,Male,36,Bachelors,sourcing,2
24091,Male,34,Bachelors,other,7
69671,Male,36,Masters & above,sourcing,4
31902,Female,32,Masters & above,other,2
48217,Male,48,Bachelors,other,16
10292,Male,47,Bachelors,sourcing,4
61474,Male,31,Bachelors,sourcing,3
54053,Female,39,Bachelors,sourcing,13
65465,Male,34,Bachelors,other,9
26232,Female,38,Masters & above,other,4
54413,Male,44,Bachelors,other,14
59365,Male,42,Masters & above,other,4
45470,Female,36,Masters & above,other,7
12571,Female,37,Masters & above,other,8
31518,Female,34,Masters & above,other,6
49208,Female,29,Bachelors,sourcing,3
31515,Male,30,Bachelors,other,4
43824,Male,30,Bachelors,sourcing,5
18600,Male,34,Masters & above,referred,7
49494,Female,24,Below Secondary,sourcing,1
76821,Male,53,Masters & above,other,6
11378,Male,41,Masters & above,other,7
32242,Male,37,Masters & above,sourcing,10
16142,Female,33,Bachelors,sourcing,8
1250,Female,36,Masters & above,sourcing,4
6366,Male,25,Bachelors,sourcing,1
65786,Male,33,Masters & above,sourcing,9
52386,Male,29,Bachelors,sourcing,6
71833,Male,48,Masters & above,other,20
1327,Male,40,Bachelors,other,10
2383,Female,39,Masters & above,sourcing,10
67658,Male,26,Bachelors,other,2
24637,Female,31,Masters & above,sourcing,6
67379,Male,34,Masters & above,other,12
37712,Female,26,Bachelors,other,3
66799,Female,24,Bachelors,other,2
16875,Male,31,Masters & above,sourcing,4
16517,Female,40,Masters & above,other,3
46895,Male,33,Bachelors,other,6
46351,Male,36,Bachelors,sourcing,4
25883,Male,30,Bachelors,other,1
67480,Female,35,Masters & above,other,7
13471,Male,32,Bachelors,sourcing,3
48370,Male,34,Bachelors,other,3
1183,Male,35,Bachelors,other,10
66776,Female,28,Bachelors,sourcing,6
53366,Female,28,Bachelors,other,2
77194,Male,40,Bachelors,other,10
56386,Male,38,Bachelors,sourcing,9
44243,Female,31,Bachelors,sourcing,7
68929,Female,39,Masters & above,sourcing,6
47990,Male,26,Bachelors,other,1
42308,Male,37,Bachelors,other,12
34787,Male,41,Bachelors,other,8
30673,Male,39,Bachelors,sourcing,2
20454,Male,46,Bachelors,sourcing,6
14255,Male,40,Masters & above,other,9
695,Male,39,Bachelors,other,5
62976,Female,44,Bachelors,sourcing,6
16198,Male,34,Masters & above,other,10
18019,Male,54,Bachelors,other,13
37984,Male,48,Bachelors,sourcing,16
2425,Male,29,Bachelors,other,4
40814,Male,45,Bachelors,other,11
23800,Male,30,Bachelors,other,5
32889,Male,31,Bachelors,other,7
11336,Male,41,Bachelors,sourcing,13
3455,Male,44,Bachelors,other,6
58459,Female,30,Masters & above,other,2
34222,Female,30,Bachelors,sourcing,6
19756,Female,36,Bachelors,other,10
22506,Male,35,Bachelors,other,4
7488,Male,33,Bachelors,other,6
42978,Male,35,Bachelors,other,4
57052,Male,35,Bachelors,other,8
10424,Male,49,Bachelors,other,17
70644,Female,29,Bachelors,other,4
42310,Male,38,Bachelors,other,10
55184,Male,28,Bachelors,other,6
19061,Male,35,Bachelors,other,7
72225,Male,25,Bachelors,other,1
65816,Male,43,Bachelors,other,13
33424,Female,39,Masters & above,other,3
73061,Male,34,Masters & above,other,9
57307,Male,30,Bachelors,sourcing,7
16751,Female,31,Masters & above,other,5
31709,Male,36,Masters & above,sourcing,10
46319,Female,29,Bachelors,sourcing,8
32544,Male,38,Bachelors,sourcing,4
29042,Male,39,Bachelors,sourcing,3
66787,Male,28,Bachelors,sourcing,1
58208,Male,43,Bachelors,other,4
53176,Male,41,Bachelors,sourcing,12
6100,Female,29,Bachelors,other,9
46547,Male,25,Bachelors,other,3
25467,Male,34,Masters & above,other,3
7474,Male,32,Masters & above,sourcing,4
5010,Female,24,Bachelors,referred,2
16790,Female,37,Masters & above,other,9
15692,Male,25,Below Secondary,other,1
54516,Male,35,Bachelors,sourcing,8
7725,Male,47,Bachelors,other,4
49036,Male,40,Masters & above,other,3
28899,Male,28,Bachelors,other,7
48877,Male,28,Bachelors,other,5
76815,Female,45,Masters & above,other,15
29086,Female,29,Bachelors,other,2
17697,Male,28,Bachelors,sourcing,6
25912,Female,28,Bachelors,sourcing,4
33757,Male,27,Bachelors,referred,2
30353,Male,35,Bachelors,other,5
66863,Male,30,Bachelors,sourcing,1
44598,Male,38,Masters & above,other,2
69056,Male,27,Bachelors,other,3
39697,Male,39,Bachelors,other,6
9996,Female,34,Masters & above,sourcing,5
73487,Male,22,Bachelors,other,1
6239,Male,30,Bachelors,sourcing,8
6980,Male,46,Masters & above,sourcing,12
54953,Male,34,Masters & above,other,8
67681,Male,31,Bachelors,sourcing,9
4417,Male,36,Bachelors,other,2
75702,Male,35,Bachelors,sourcing,7
591,Male,41,Bachelors,other,11
12841,Male,35,Bachelors,other,3
43704,Female,30,Bachelors,other,4
37689,Male,32,Bachelors,other,1
3990,Male,27,Bachelors,other,4
55454,Male,30,Bachelors,referred,3
9677,Male,36,Bachelors,sourcing,4
25620,Female,41,Bachelors,sourcing,6
78280,Male,30,Bachelors,sourcing,1
69996,Female,32,Bachelors,sourcing,6
38992,Male,34,Masters & above,sourcing,5
61755,Male,32,Bachelors,other,5
29966,Female,55,Masters & above,other,23
51673,Male,27,Bachelors,other,4
36870,Male,33,Masters & above,sourcing,5
23116,Male,36,Masters & above,other,7
54222,Male,33,Bachelors,sourcing,9
2454,Male,30,Bachelors,other,4
9994,Male,44,Masters & above,other,14
14705,Male,39,Bachelors,sourcing,8
74684,Male,38,Bachelors,sourcing,7
43067,Male,32,Bachelors,other,3
56434,Male,51,Bachelors,sourcing,13
76328,Female,38,Bachelors,other,9
39928,Male,26,Bachelors,sourcing,1
64375,Female,31,Masters & above,other,2
12320,Male,37,Masters & above,other,6
20464,Male,32,Bachelors,sourcing,6
31764,Female,32,Bachelors,other,6
47215,Female,31,Bachelors,other,5
33910,Male,47,Bachelors,sourcing,15
3485,Male,34,Bachelors,other,6
73471,Male,36,Masters & above,other,9
9251,Male,40,Bachelors,sourcing,6
59688,Female,50,Bachelors,sourcing,4
56262,Male,27,Bachelors,other,4
12803,Female,32,Bachelors,other,8
68388,Female,36,Bachelors,other,9
32344,Male,35,Bachelors,other,5
71931,Male,35,Bachelors,other,6
55130,Male,41,Masters & above,other,2
47604,Male,32,Masters & above,sourcing,5
29747,Male,25,Bachelors,other,1
25289,Male,33,Bachelors,other,5
70638,Female,22,Bachelors,sourcing,2
40109,Male,28,Bachelors,sourcing,2
34855,Female,29,Bachelors,other,3
57455,Male,47,Masters & above,other,19
31558,Male,47,Masters & above,sourcing,16
47680,Male,27,Bachelors,other,4
70695,Male,35,Bachelors,other,7
51197,Male,44,Bachelors,other,3
59110,Male,37,Masters & above,sourcing,9
25602,Male,31,Bachelors,sourcing,9
19695,Female,30,Bachelors,other,4
38429,Male,40,Bachelors,other,2
52760,Male,33,Bachelors,sourcing,6
26863,Male,37,Bachelors,other,10
16454,Male,26,Below Secondary,other,3
4559,Male,37,Masters & above,sourcing,2
14115,Female,39,Bachelors,other,8
7286,Male,50,Bachelors,other,23
37820,Female,50,Bachelors,other,17
5453,Female,28,Bachelors,sourcing,1
69587,Female,56,Bachelors,other,5
66010,Male,33,Bachelors,other,4
983,Male,26,Bachelors,sourcing,1
30800,Male,22,Bachelors,sourcing,1
46367,Male,34,Bachelors,sourcing,5
50384,Male,29,Bachelors,other,3
43679,Male,33,Bachelors,other,5
20232,Female,26,Bachelors,other,2
40572,Female,34,Bachelors,referred,7
75902,Male,25,Below Secondary,other,2
31472,Female,41,Bachelors,other,13
22353,Male,26,Bachelors,other,2
57914,Male,25,Bachelors,other,2
64069,Female,42,Bachelors,sourcing,10
16459,Male,27,Bachelors,sourcing,5
8158,Male,28,Bachelors,sourcing,2
73268,Male,32,Bachelors,sourcing,8
66226,Female,60,Bachelors,sourcing,8
58785,Male,39,Masters & above,other,5
44141,Female,39,Masters & above,other,10
36629,Male,40,Bachelors,sourcing,6
31052,Male,28,Masters & above,sourcing,1
51685,Male,48,Masters & above,other,18
35379,Male,29,Bachelors,other,6
44749,Male,24,Below Secondary,sourcing,1
41723,Male,32,Masters & above,other,7
61361,Male,42,Masters & above,sourcing,4
40149,Male,32,Bachelors,other,7
56099,Male,31,Masters & above,other,5
40736,Male,41,Bachelors,sourcing,14
71628,Male,36,Masters & above,other,9
38791,Female,26,Bachelors,other,2
20157,Female,31,Masters & above,other,3
22877,Female,33,Masters & above,other,7
4313,Male,34,Bachelors,other,10
30855,Male,30,Bachelors,sourcing,2
75069,Male,29,Bachelors,other,6
75683,Male,39,Bachelors,other,3
67608,Male,41,Masters & above,sourcing,16
23027,Female,30,Bachelors,sourcing,4
19501,Male,31,Bachelors,sourcing,6
3635,Male,34,Bachelors,other,7
58375,Male,24,Bachelors,other,1
47380,Male,29,Masters & above,sourcing,4
975,Male,27,Bachelors,other,5
41742,Male,34,Masters & above,other,4
11526,Male,34,Bachelors,other,6
44722,Male,38,Masters & above,other,9
62674,Male,36,Masters & above,sourcing,7
62680,Female,28,Bachelors,sourcing,1
17043,Female,30,Bachelors,other,3
63224,Male,35,Bachelors,other,7
13282,Male,33,Bachelors,other,3
5139,Male,27,Bachelors,sourcing,3
47117,Male,25,Bachelors,sourcing,3
58067,Female,33,Bachelors,other,7
23681,Male,39,Masters & above,other,10
44416,Female,33,Masters & above,sourcing,3
23828,Male,22,Below Secondary,other,1
75849,Male,34,Bachelors,other,9
74165,Female,37,Bachelors,other,7
28382,Male,31,Masters & above,sourcing,2
63366,Male,37,Bachelors,other,8
16909,Male,27,Bachelors,sourcing,1
51737,Female,28,Bachelors,other,2
18585,Male,50,Masters & above,sourcing,16
33646,Male,34,Masters & above,sourcing,3
58458,Male,37,Bachelors,other,7
69215,Male,33,Bachelors,other,7
4508,Male,43,Bachelors,sourcing,13
49647,Male,34,Bachelors,sourcing,7
49618,Male,32,Bachelors,sourcing,5
14986,Female,34,Masters & above,other,3
26321,Male,37,Masters & above,sourcing,4
51408,Female,23,Bachelors,other,1
36203,Male,35,Masters & above,sourcing,8
9523,Female,40,Masters & above,sourcing,3
24337,Male,40,Masters & above,other,8
53448,Male,35,Masters & above,sourcing,3
5576,Male,25,Bachelors,sourcing,2
44110,Female,46,Masters & above,other,5
69085,Male,38,Masters & above,other,11
77167,Male,39,Bachelors,other,14
6150,Male,34,Bachelors,sourcing,7
62147,Male,28,Bachelors,sourcing,3
68879,Male,40,Bachelors,sourcing,5
65115,Male,30,Masters & above,other,5
55269,Male,30,Bachelors,other,6
51763,Female,35,Bachelors,other,7
30940,Male,35,Bachelors,other,6
71078,Male,30,Bachelors,other,3
52464,Female,31,Bachelors,other,3
3530,Male,27,Bachelors,other,3
9188,Female,34,Masters & above,other,6
65121,Female,28,Bachelors,sourcing,1
37895,Male,44,Masters & above,sourcing,4
5649,Male,39,Masters & above,sourcing,12
61577,Female,26,Bachelors,sourcing,2
12868,Male,29,Bachelors,sourcing,5
74966,Male,38,Bachelors,other,4
8023,Male,36,Masters & above,other,4
33807,Male,41,Bachelors,other,7
71459,Male,26,Bachelors,other,3
39582,Male,56,Masters & above,other,3
25879,Female,30,Bachelors,other,3
35351,Female,36,Masters & above,sourcing,9
31794,Male,33,Bachelors,other,5
61663,Male,34,Masters & above,other,7
72095,Male,34,Bachelors,sourcing,10
77101,Female,43,Masters & above,sourcing,5
25557,Male,30,Bachelors,other,6
31585,Female,31,Bachelors,other,7
25793,Male,36,Masters & above,other,7
26024,Female,33,Masters & above,other,5
54748,Male,31,Masters & above,other,4
8839,Male,28,Bachelors,other,5
27967,Male,29,Bachelors,sourcing,3
75588,Male,36,Masters & above,other,7
20382,Male,34,Bachelors,sourcing,6
30108,Female,38,Bachelors,sourcing,7
48297,Female,60,Masters & above,other,5
75625,Female,31,Bachelors,sourcing,3
19947,Male,44,Bachelors,other,3
61450,Male,36,Masters & above,other,8
77304,Male,35,Bachelors,sourcing,4
40159,Male,38,Bachelors,other,5
68305,Male,36,Masters & above,referred,4
21207,Male,30,Bachelors,other,4
54630,Male,32,Bachelors,referred,6
7451,Female,43,Bachelors,other,6
749,Male,40,Masters & above,sourcing,10
71969,Female,26,Bachelors,sourcing,3
29562,Male,34,Bachelors,other,5
10344,Male,42,Masters & above,other,14
26908,Male,43,Masters & above,sourcing,4
17135,Female,33,Masters & above,other,4
29120,Male,28,Bachelors,sourcing,3
75684,Female,36,Bachelors,other,6
74636,Male,32,Bachelors,sourcing,7
20682,Male,58,Masters & above,other,17
55502,Male,36,Bachelors,other,10
2254,Female,39,Masters & above,sourcing,6
6971,Male,41,Bachelors,other,12
47079,Male,29,Bachelors,other,2
62302,Male,54,Masters & above,other,4
72591,Male,47,Bachelors,sourcing,6
48238,Male,35,Bachelors,sourcing,7
30555,Male,30,Bachelors,other,5
57880,Female,35,Bachelors,sourcing,3
53571,Male,42,Bachelors,other,4
78090,Female,27,Bachelors,sourcing,1
57253,Male,54,Masters & above,other,31
15563,Male,38,Bachelors,other,7
17580,Male,50,Masters & above,other,17
55993,Male,27,Bachelors,sourcing,3
56380,Male,42,Bachelors,sourcing,14
77081,Female,32,Bachelors,sourcing,5
15187,Male,26,Bachelors,other,2
65221,Female,27,Bachelors,sourcing,2
3105,Male,20,Bachelors,other,2
1094,Female,30,Bachelors,other,6
42628,Male,22,Bachelors,sourcing,2
50652,Female,35,Bachelors,sourcing,3
45424,Male,25,Bachelors,sourcing,1
64809,Male,28,Bachelors,sourcing,5
48866,Male,29,Bachelors,other,1
43578,Male,41,Bachelors,sourcing,5
37402,Male,31,Bachelors,sourcing,7
55268,Male,42,Masters & above,sourcing,6
22553,Male,33,Masters & above,other,4
40416,Male,28,Bachelors,sourcing,4
39353,Male,36,Bachelors,sourcing,4
17454,Male,34,Bachelors,other,4
9953,Female,29,Bachelors,other,5
59615,Female,38,Bachelors,other,11
10330,Male,32,Masters & above,sourcing,5
75928,Male,38,Bachelors,other,9
50946,Male,28,Bachelors,other,2
35469,Female,29,Bachelors,other,5
11755,Female,50,Bachelors,sourcing,4
8588,Male,31,Bachelors,other,6
64902,Male,34,Masters & above,other,3
10290,Female,33,Bachelors,sourcing,7
69439,Female,47,Bachelors,other,15
43257,Male,38,Masters & above,sourcing,13
41927,Male,29,Bachelors,sourcing,6
20981,Female,40,Bachelors,other,7
77562,Female,35,Masters & above,other,4
23890,Male,31,Bachelors,other,3
59925,Male,30,Masters & above,other,2
55146,Male,45,Bachelors,other,13
24634,Male,39,Masters & above,other,9
47504,Male,35,Bachelors,sourcing,10
75122,Male,54,Bachelors,other,17
64041,Female,26,Bachelors,other,3
5955,Male,30,Bachelors,sourcing,2
32483,Male,36,Bachelors,other,2
56698,Male,29,Bachelors,other,4
6547,Male,29,Bachelors,other,1
1502,Male,37,Masters & above,sourcing,2
66259,Male,37,Bachelors,other,2
23766,Male,27,Bachelors,other,2
51390,Male,29,Bachelors,other,3
72914,Male,37,Bachelors,sourcing,8
64739,Male,40,Bachelors,sourcing,10
21153,Male,37,Masters & above,sourcing,10
41632,Male,33,Bachelors,sourcing,9
53041,Male,30,Bachelors,other,2
11480,Male,33,Bachelors,sourcing,7
3666,Male,26,Bachelors,other,3
68914,Female,27,Bachelors,sourcing,3
10105,Male,36,Bachelors,other,4
54417,Male,33,Masters & above,other,9
17485,Male,44,Masters & above,sourcing,5
63485,Female,29,Bachelors,other,2
33678,Male,35,Masters & above,other,3
21026,Male,44,Bachelors,other,4
20407,Male,29,Bachelors,sourcing,6
68933,Male,30,Bachelors,sourcing,2
7866,Female,40,Masters & above,other,11
51363,Male,37,Masters & above,other,9
37310,Male,24,Bachelors,other,1
38712,Male,38,Masters & above,other,4
24250,Female,50,Masters & above,other,17
73208,Male,37,Masters & above,other,12
4022,Male,27,Bachelors,sourcing,4
6411,Male,35,Bachelors,other,6
69607,Female,33,Masters & above,other,3
72483,Male,24,Bachelors,other,2
13350,Male,25,Bachelors,sourcing,1
15192,Male,43,Masters & above,other,12
66704,Male,33,Bachelors,other,3
60756,Female,45,Masters & above,other,17
36333,Male,35,Bachelors,sourcing,7
15436,Female,40,Bachelors,other,10
46344,Male,28,Bachelors,other,4
11910,Male,36,Bachelors,other,9
19336,Male,40,Bachelors,other,1
22213,Male,28,Bachelors,other,5
54450,Female,26,Bachelors,other,2
28980,Female,35,Masters & above,sourcing,10
